strain_pct,freq_GHz,S11_dB
0.0,2.9539999999999997,-1.6836022523855
0.0,2.956,-1.6805365296966621
0.0,2.958,-1.6775087989030968
0.0,2.96,-1.674518931170558
0.0,2.9619999999999997,-1.6715668005203945
0.0,2.964,-1.6686522838133873
0.0,2.966,-1.6657752607339782
0.0,2.968,-1.6629356137750297
0.0,2.9699999999999998,-1.6601332282229484
0.0,2.972,-1.6573679921433058
0.0,2.974,-1.6546397963668702
0.0,2.976,-1.6519485344760778
0.0,2.9779999999999998,-1.6492941027919379
0.0,2.98,-1.64667640036136
0.0,2.982,-1.6440953289449114
0.0,2.984,-1.641550793004991
0.0,2.9859999999999998,-1.6390426996944274
0.0,2.988,-1.6365709588454782
0.0,2.99,-1.6341354829592758
0.0,2.992,-1.6317361871956466
0.0,2.9939999999999998,-1.629372989363356
0.0,2.996,-1.6270458099107619
0.0,2.998,-1.6247545719168772
0.0,3.0,-1.622499201082819
0.0,3.002,-1.6202796257236591
0.0,3.004,-1.6180957767606952
0.0,3.0060000000000002,-1.615947587714083
0.0,3.008,-1.6138349946959132
0.0,3.01,-1.6117579364036083
0.0,3.012,-1.6097163541137975
0.0,3.0140000000000002,-1.607710191676511
0.0,3.016,-1.6057393955097994
0.0,3.018,-1.6038039145947351
0.0,3.02,-1.6019037004707946
